score,cls_name,credit,note,cid,tid,populartiy,ct
"學期成績計算項目及權重標準如下:
第一次平時考試  佔20%
第二次平時考試  佔20%
習作及出席      佔10%
期中考試        佔20%
期末考試        佔30%",化工二甲,3.0, ,99,134,0.675,99_134
"Quizzes (2 teste)	40% (2 tests)
Midterm	25%(2-hours test)
Final	30%(2-hours test)
Attendance	5%",化工二甲,3.0, ,100,139,0.7555555555555555,100_139
-1,化工二甲,3.0, ,101,155,0.9920634920634921,101_155
-1,化工二甲,3.0,,102,156,1.0,102_156
nan,化工二乙,0.0, ,2,146,0.8142857142857143,2_146
nan,化工三甲,0.0, ,2,138,0.8285714285714286,2_138
"期中考：30％
期終考：40％
平時：30％",化工三甲,3.0, ,103,157,0.9,103_157
"1.	學期成績計算項目及權重標準如下：
               期中考       25 %
               平時成績45% (含段考(一次)疊加小考成績與平時加分)
               期末考       30 %
                        
2.	考試
期中考、期末考均配合學校考試時程，內容包括所有講授內容與課本教材。段考時間亦事前宣佈。

3.  上課積極發問、習題演算、例題討論、小組討論、結論與接力補充等活動表現佳者可加分(加到平時成績)。",化工三甲,3.0, ,104,144,0.7777777777777778,104_144
"實驗課上課時間操作狀況：60%
實驗結果報告：30%
期末考：10%",化工三甲,1.0, ,105,154,0.8428571428571429,105_154
"課堂參與 25% (出缺席、課堂練習)
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",化工三甲,2.0, ,88,158,0.9666666666666667,88_158
"Homework & Quizes (10%)
Midterm (40%)
Final (50%)",化工三甲,3.0, ,106,159,0.7375,106_159
-1,化工三甲,3.0, ,107,153,0.36666666666666664,107_153
-1,化工三甲,3.0,,108,160,0.9,108_160
-1,化工三甲,3.0,,109,161,0.9333333333333333,109_161
nan,化工三乙,0.0, ,2,154,0.8285714285714286,2_154
"課堂參與 20% (出缺席、課堂練習)
作業 20% (履歷寫作10%，e-mail寫作10%)
期中考 30% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",化工三乙,2.0, ,88,162,0.9833333333333333,88_162
"出席50%
面談50%",化工四甲,0.0,,2,157,0.8857142857142857,2_157
期中考20%、平時40%、期末報告40%,化工四甲,3.0, ,110,20,0.75,110_20
"1.學期成績計算及權重標準如下
  a.學科成績測驗    70%
  b.出席率          10%
  c.平時作業及報告  10%
  d.期末報告        10%
2.考試
    學科成績測驗共含四次考試。期中、期末考均配合學校考試時程，另安排兩次小考。目的在培養學生平時複習的學習習慣，內容包含所有講授內容與補充教材資料部分教材。
3.出席率
    課堂中以隨堂測驗的方式點名，期末結算成績時，全勤者:期中考及兩次小考取兩次最佳成績與期末考三次平均，非全勤者:期中考、期末考及兩次小考四次考試平均。
4.平時作業及報告
    每次作業會挑選幾位作業優良同學額外加分。平時課堂中回答問題適切者及上台報告優良者會做額外加分。
5.期末報告
    每位同學必須繳交一份期末報告，其主題類別分為下列幾類:控制元件相關報導、工廠控制實務、控制技術與理論、程序控制與人生或程序控制相關主題。專題之評估重點在於報告內容是否充實及正確、與課程主題之相關性、排版是否工整。期末報告除書面報告外，將安排口頭發表作為額外加分。",化工四甲,3.0, ,111,137,0.7625,111_137
"1.學期成績計算項目及權重標準如下：
(A)實驗室設備配置圖與安全衛生設備配置圖5%。
(B)預習報告15％。
(C)結果報告20％。
(D)實驗精神及平時考核30％。
(E)期末考試30％。
2.實驗室設備配置圖與安全衛生設備配置圖內容包含：
(1)實驗設備配置(含純水機、天平、水槽、藥品櫃、電源箱等)。
(2)安全衛生設備配置(含滅火器、洗眼器、急救箱、物質安全資料表、空藥瓶儲藏處、碎玻璃儲藏處、緊急聯絡電話、緊急逃生路線等)。
3.預習報告內容包含：
(1)實驗目的。
(2)理論背景：推導並說明數據分析所需之數學模式或方程式。
(3)藥品物化性。
(4)實驗流程：詳細說明實際之操作流程，包括實驗裝置圖。
(5)注意事項。
4.結果報告內容包含：
(1)實驗數據處理：詳述實驗所應用之公式、計算過程及方法，並以電腦繪製圖表。
(2)結果討論：依據單元操作所學之原理，與實驗所得之數據及圖形詳加討論。
(3)參考資料：結報中若有引用其他書籍的數據圖表或資料，請註明出處。
(4)原始數據：於結報最後一頁附上經助教簽核之實驗紀錄表。
5.實驗精神內容包含：學生出缺席狀況、實驗技巧與實驗態度。
6.期末考試內容包含：實驗原理、實驗步驟與實驗技巧，目的在培養學生平時複習之學習習慣與正確之實驗態度。",化工四甲,1.0, ,112,153,0.8571428571428571,112_153
-1,化工四甲,3.0,,113,163,0.3111111111111111,113_163
-1,化工四甲,2.0,,114,164,0.275,114_164
-1,化工四甲,1.0,,115,165,0.25,115_165
-1,化工四甲,4.0,,67,137,0.05,67_137
nan,化工四乙,0.0,,2,161,0.8,2_161
"期中考占百分之30分
期末考占百分之30分
平時成績百分之40分",航太一甲,0.0, ,3,168,1.0,3_168
"A.	Exam 1 (Midterm)20~30%
B.	Exam 2 (Final)	30%
C.	Assignment	10%
D.	Class Participation	10%
E.	Equipment Test	20~30%",航太一甲,1.0, ,50,169,1.0,50_169
"1. 期中考上機考35%
2. 期末考上機考35%
3. 平時成績30%
     平時成績包括作業以及出席率
     曠課一個鐘點，扣平時成績分數20分",航太一甲,2.0,,116,166,1.0,116_166
nan,航太一甲,3.0, ,117,14,1.0,117_14
"第一次會考 10%
期中考 30%
第二次會考 10%
期末考 30%
平時成績 20% (包含作業、小考、出席與課堂表現)",航太一甲,3.0, ,13,170,1.0,13_170
-1,航太一甲,2.0,,4,173,0.8695652173913043,4_173
-1,航太一甲,2.0,,4,174,0.9347826086956522,4_174
-1,航太一甲,2.0,,4,175,0.92,4_175
"期中考 30%
期末考 40%
平時成績 30% (作業 15%、出席率 15%)",航太一乙,2.0,,116,178,1.0,116_178
"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",航太一乙,3.0, ,13,179,1.0,13_179
-1,航太一乙,2.0,,4,11,0.9,4_11
-1,航太一乙,2.0,,4,180,0.94,4_180
-1,航太一乙,2.0,,4,181,0.76,4_181
點名及課堂表現 100%,航太二甲,0.0, ,2,182,0.9,2_182
"1.	學期成績計算項目及權重標準如下：
A.	期中考               30%
B.	期末考               40%
C.	平時成績             30%      (包含小考與作業) 
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中考、期末考(配合學校的時程)，不定時小考一至二次。
3.	隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，要求學生當場作練習或回答，用以測試學生對課程內容的了解程度。
4.	建議學生作筆記：
建議學生記下授課重點及學生個人聽講心得。",航太二甲,3.0, ,25,183,0.8,25_183
nan,航太二甲,2.0, ,34,167,0.8769230769230769,34_167
"平時成績(含作業、報告、出席率等): 30%
期中考: 30%
期末考: 40%",航太二甲,3.0, ,119,184,1.0,119_184
"學期成績計算項目及權重標準如下： 
A. 點名、作業及課堂表現 25%
B. 期中考 35%
C. 期末考 40%",航太二甲,3.0, ,54,182,0.9625,54_182
nan,航太二甲,3.0, ,120,185,1.0,120_185
-1,航太二甲,2.0,,121,186,1.0,121_186
-1,航太二甲,3.0,,122,177,1.0,122_177
nan,航太二乙,0.0, ,2,169,0.9333333333333333,2_169
nan,航太三甲,0.0, ,2,187,0.9666666666666667,2_187
"1.	學期成績計算項目及權重標準如下：
A.	Exam 1 (Midterm)	30%
B.	Exam 2 (Final)	40%
C.	Quiz + Homework	30%
D.	Class Participation	0%
2.	考試(Exam 1、Exam 2)：
※ 期中考及期末考依學校考試時程以筆試方式進行。
3.	作業(Quiz)：
※ 一學期之隨堂考將有數次。
出席 (Class Participation) ： 
※ 每堂課以簽到之方式紀錄出席次數，期末依出席總次數進行評分。
教科書(書名、作者、書局、代理商、說明)",航太三甲,3.0, ,123,188,0.8933333333333333,123_188
"1.	學期成績計算項目及權重標準如下：
A.	Exam 1 (Midterm)	30%
B.	Exam 2 (Final)         30%
C.	Case study	          0%
D.	Assignment	        10%
E.	Quiz average	        10%
F.	Lab and Lab report    0%
G.	Mid-Term project	  0%
H.	Final-Term project	  0%
I.	Presence                 20%",航太三甲,3.0, ,124,177,0.8266666666666667,124_177
"A.	Exam 1 (Midterm)	30%
B.	Exam 2 (Final)	30%
C.	Assignment	30%
D.	Class Participation	10%",航太三甲,2.0, ,125,169,0.775,125_169
nan,航太三甲,1.0, ,126,189,1.0,126_189
"1.學期成績計算項目及權重標準如下：
A.Class Participation                      20%
B.Lab. Reports (with Computer Programming)
B1.Individual Reports                    40%
B2.Group Report                        40%
2.出席 (Class Participation) ： 每堂課以簽到之方式紀錄出席次數，期末依出席總次數進行評分。
3.實驗報告(Lab. Reports)[含程式演習 (with Computer Programming)]：
A.個人報告(Individual Reports)- 以3次為原則
B.小組報告(Group Report)- 以3次為原則。",航太三甲,1.0, ,128,166,0.9833333333333333,128_166
"課堂參與 25% (出缺席、課堂練習)
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",航太三甲,2.0, ,88,190,0.9833333333333333,88_190
"1. 學期成績計算項目及權重標準如下： 
A. Exam 1 (Midterm) 35% 
B. Exam 2 (Final) 35% 
C. Assignment/Class Participation 30% 
2. 考試(Exam 1、Exam 2)： 
※ 期中考及期末以筆試方式進行。 
3. 作業(Assignment)： 
※ 一學期之作業共有3-5次。 
4. 出席 (Class Participation) ： 
※ 每堂課以點名/簽到之方式紀錄出席次數，期末依出席總次數進行評分(曠課1節扣出席成績20分)。",航太三甲,3.0, ,129,166,0.7375,129_166
-1,航太三甲,2.0,,130,186,1.0,130_186
-1,航太三甲,3.0,,131,183,0.23333333333333334,131_183
-1,航太三甲,3.0,,132,172,0.6666666666666666,132_172
訪談，餐敘,航太三乙,0.0, ,2,183,0.9666666666666667,2_183
"課堂參與 25% (出缺席、課堂練習)
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",航太三乙,2.0, ,88,191,1.0,88_191
nan,航太四甲,0.0,,2,184,1.0,2_184
"1. Midterm Exam(期中考) 30%
2. Final Exam(期末考) 30%
3. Homework(作業) 20%
5-8次作業
指定後下一週同時段課前繳交
禁止抄襲與複製
4. Class Participation(平時成績) 20%
學習態度(全班整體表現)
教室內手機靜音或關機
出席點名(禁止代簽)",航太四甲,2.0, ,133,178,0.9666666666666667,133_178
"平時30%,期中報告30%,期末報告40%",航太四甲,2.0, ,134,184,1.0,134_184
nan,航太四甲,1.0, ,135,192,1.0,135_192
-1,航太四甲,2.0,,137,193,0.9833333333333333,137_193
-1,航太四甲,2.0,,138,194,1.0,138_194
依照同學擔任幹部、出席率、課程參與等方面進行操性成績調整,航太四乙,0.0,,2,178,0.9166666666666666,2_178
"期中成績20%
平時成績40%
期末成績40%",精密系統一學位學程,0.0, ,3,196,1.0,3_196
"學期成績計算項目及權重標準如下: 
(1)平時作業成績佔 33.3% 
(2)期中測驗成績佔 33.3% 
(3)期末上機測驗成績佔 33.3%",精密系統一學位學程,1.0, ,50,97,1.0,50_97
"平時考核(出席10%,作業10%,平時考10%,會考10%): 40% 
期中考: 30%
期末考: 30%",精密系統一學位學程,3.0, ,21,195,1.0,21_195
"平時考30%,期中考25%, 期末考25%,平常成績10%物理會考10%",精密系統一學位學程,1.0, ,22,197,1.0,22_197
"平時成績 30% 
  (出席10%, 小組表現10%, 上課互動10%)
期中報告 30% 
  (完成2017創新產品與服務競賽提案20%, ppt報告10%) 
期末報告40%
(完成2017創新產品與服務競賽投稿10%, ppt報告10%, word報告20%)",精密系統一學位學程,2.0,,44,200,1.0,44_200
nan,精密系統二學位學程,0.0, ,2,201,0.8666666666666667,2_201
"小考15%*2
期中考30%
期末考40%",精密系統二學位學程,5.0, ,140,195,0.7714285714285715,140_195
上機考試與作業習題與課堂練習,精密系統二學位學程,1.0, ,141,61,0.8666666666666667,141_61
期末成果發表,精密系統二學位學程,3.0, ,142,202,0.8666666666666667,142_202
"45% 課堂參與及練習
25% 期中考
30% 期末考",精密系統二學位學程,3.0, ,143,107,1.0,143_107
"平時成績: 20%
期中考: 30%
期末報告: 50%",精密系統二學位學程,3.0,,144,201,0.85,144_201
"1.學習態度(報告和出席率 ) 20%   專心上課、參與討論
2.綠色產品設計分組議題討論(Solar cooker、biodegradable plastics) 20%
3.綠色產品創出 60%",精密系統二學位學程,3.0, ,145,203,0.9333333333333333,145_203
nan,精密系統三學位學程,0.0, ,2,93,0.85,2_93
"1.	課堂參與：30%
2.	實作成果：30%
3.	期末測驗：40%",精密系統三學位學程,3.0, ,146,201,0.95,146_201
"a.期中考30％   
b. 期末考30％ 
c.平時40％含(1)上機測驗(平均)20%(2)曠課20%",精密系統三學位學程,4.0, ,147,101,0.9333333333333333,147_101
"a.期中報告30％   
b. 期末報告30％ 
c.平時40％含(1)上機測驗(平均)20%(2)曠課20%",精密系統三學位學程,1.0, ,148,101,0.9,148_101
期中考、期末考,精密系統三學位學程,3.0, ,149,106,0.9166666666666666,149_106
"45% 課堂參與及練習
25% 期中考
30% 期末考",精密系統三學位學程,3.0, ,150,107,0.9,150_107
"1.每個章節講授完畢後，選擇適當數量及內容之練習題讓學生自行練習，相關補充資料亦於校內網路教室內公布，供學生自行參閱，若學生有不理解之處，老師亦安排有請益時間協助學生之學習。
2.系上有本課程專屬實驗室，可安排學生進行實驗及實習，近年來持續更新設備，並獲得多家企業捐贈新型設備與零組件，藉以使學生瞭解液氣壓之現況，並可使學生能動手操作業界新型設備；相關企業並提供學生暑期實習機會。
2.考試(Midterm Exam.、Final Exam. & Quiz)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考資料中部分教材。每教完一至二章則進行隨堂小考，藉以培養學生平時複習之學習習慣及瞭解學生學習之狀況，小考共進行四至五次。
3.學期成績計算項目及權重標準如下：
A.	Midterm Exam.	30%
B.	Final Exam.	40%
C.	Quiz average	20%
D.	Laboratory Report	10%",精密系統三學位學程,3.0,,151,73,0.11666666666666667,151_73
"平時：40%
期中：30%
期末：30%",精密系統三學位學程,3.0,,152,201,0.18333333333333332,152_201
期中考、期末考,精密系統三學位學程,3.0,,153,204,0.8666666666666667,153_204
"平時成績30%:上課出席及課程討論 
期中考30%:期中報告 
期末考40%:期末報告",精密系統三學位學程,2.0,,155,200,0.7666666666666667,155_200
nan,精密系統四學位學程,0.0,,2,107,0.8,2_107
實習報告書,精密系統四學位學程,3.0,,156,97,0.31666666666666665,156_97
實習報告書,精密系統四學位學程,3.0,,157,97,0.31666666666666665,157_97
實習報告書,精密系統四學位學程,3.0,,158,97,0.31666666666666665,158_97
平時報告20%、期中報告30%、期末報告40%(風險控管20%、操作績效20%)與課堂參與10%,商學院綜合班,3.0, ,160,209,0.9125,160_209
